,Type of person,2/2/16 0:00,2/2/16 0:01,2/2/16 0:02,2/2/16 0:03,2/2/16 0:04,2/2/16 0:05,2/2/16 0:06,2/2/16 0:07,2/2/16 0:08,2/2/16 0:09,2/2/16 0:10,2/2/16 0:11,2/2/16 0:12,2/2/16 0:13,2/2/16 0:14,2/2/16 0:15,2/2/16 0:16,2/2/16 0:17,2/2/16 0:18,2/2/16 0:19,2/2/16 0:20,2/2/16 0:21,2/2/16 0:22,2/2/16 0:23,2/2/16 0:24,2/2/16 0:25,2/2/16 0:26,2/2/16 0:27,2/2/16 0:28,2/2/16 0:29,2/2/16 0:30,2/2/16 0:31,2/2/16 0:32,2/2/16 0:33,2/2/16 0:34,2/2/16 0:35,2/2/16 0:36,2/2/16 0:37,2/2/16 0:38,2/2/16 0:39,2/2/16 0:40,2/2/16 0:41,2/2/16 0:42,2/2/16 0:43,2/2/16 0:44,2/2/16 0:45,2/2/16 0:46,2/2/16 0:47,2/2/16 0:48,2/2/16 0:49,2/2/16 0:50,2/2/16 0:51,2/2/16 0:52,2/2/16 0:53,2/2/16 0:54,2/2/16 0:55,2/2/16 0:56,2/2/16 0:57,2/2/16 0:58,2/2/16 0:59,2/2/16 1:00,2/2/16 1:01,2/2/16 1:02,2/2/16 1:03,2/2/16 1:04,2/2/16 1:05,2/2/16 1:06,2/2/16 1:07,2/2/16 1:08,2/2/16 1:09,2/2/16 1:10,2/2/16 1:11,2/2/16 1:12,2/2/16 1:13,2/2/16 1:14,2/2/16 1:15,2/2/16 1:16,2/2/16 1:17,2/2/16 1:18,2/2/16 1:19,2/2/16 1:20,2/2/16 1:21,2/2/16 1:22,2/2/16 1:23,2/2/16 1:24,2/2/16 1:25,2/2/16 1:26,2/2/16 1:27,2/2/16 1:28,2/2/16 1:29,2/2/16 1:30,2/2/16 1:31,2/2/16 1:32,2/2/16 1:33,2/2/16 1:34,2/2/16 1:35,2/2/16 1:36,2/2/16 1:37,2/2/16 1:38,2/2/16 1:39,2/2/16 1:40,2/2/16 1:41,2/2/16 1:42,2/2/16 1:43,2/2/16 1:44,2/2/16 1:45,2/2/16 1:46,2/2/16 1:47,2/2/16 1:48,2/2/16 1:49,2/2/16 1:50,2/2/16 1:51,2/2/16 1:52,2/2/16 1:53,2/2/16 1:54,2/2/16 1:55,2/2/16 1:56,2/2/16 1:57,2/2/16 1:58,2/2/16 1:59,2/2/16 2:00,2/2/16 2:01,2/2/16 2:02,2/2/16 2:03,2/2/16 2:04,2/2/16 2:05,2/2/16 2:06,2/2/16 2:07,2/2/16 2:08,2/2/16 2:09,2/2/16 2:10,2/2/16 2:11,2/2/16 2:12,2/2/16 2:13,2/2/16 2:14,2/2/16 2:15,2/2/16 2:16,2/2/16 2:17,2/2/16 2:18,2/2/16 2:19,2/2/16 2:20,2/2/16 2:21,2/2/16 2:22,2/2/16 2:23,2/2/16 2:24,2/2/16 2:25,2/2/16 2:26,2/2/16 2:27,2/2/16 2:28,2/2/16 2:29,2/2/16 2:30,2/2/16 2:31,2/2/16 2:32,2/2/16 2:33,2/2/16 2:34,2/2/16 2:35,2/2/16 2:36,2/2/16 2:37,2/2/16 2:38,2/2/16 2:39,2/2/16 2:40,2/2/16 2:41,2/2/16 2:42,2/2/16 2:43,2/2/16 2:44,2/2/16 2:45,2/2/16 2:46,2/2/16 2:47,2/2/16 2:48,2/2/16 2:49,2/2/16 2:50,2/2/16 2:51,2/2/16 2:52,2/2/16 2:53,2/2/16 2:54,2/2/16 2:55,2/2/16 2:56,2/2/16 2:57,2/2/16 2:58,2/2/16 2:59,2/2/16 3:00,2/2/16 3:01,2/2/16 3:02,2/2/16 3:03,2/2/16 3:04,2/2/16 3:05,2/2/16 3:06,2/2/16 3:07,2/2/16 3:08,2/2/16 3:09,2/2/16 3:10,2/2/16 3:11,2/2/16 3:12,2/2/16 3:13,2/2/16 3:14,2/2/16 3:15,2/2/16 3:16,2/2/16 3:17,2/2/16 3:18,2/2/16 3:19,2/2/16 3:20,2/2/16 3:21,2/2/16 3:22,2/2/16 3:23,2/2/16 3:24,2/2/16 3:25,2/2/16 3:26,2/2/16 3:27,2/2/16 3:28,2/2/16 3:29,2/2/16 3:30,2/2/16 3:31,2/2/16 3:32,2/2/16 3:33,2/2/16 3:34,2/2/16 3:35,2/2/16 3:36,2/2/16 3:37,2/2/16 3:38,2/2/16 3:39,2/2/16 3:40,2/2/16 3:41,2/2/16 3:42,2/2/16 3:43,2/2/16 3:44,2/2/16 3:45,2/2/16 3:46,2/2/16 3:47,2/2/16 3:48,2/2/16 3:49,2/2/16 3:50,2/2/16 3:51,2/2/16 3:52,2/2/16 3:53,2/2/16 3:54,2/2/16 3:55,2/2/16 3:56,2/2/16 3:57,2/2/16 3:58,2/2/16 3:59
Lerentee McCray,broncos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brandon McManus,broncos,0,0,0,0.660851716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.789988096,0,0,0,0,0,0,0,0,0,0.831060376,0.840245644,0.849430903,0.858616171,0.867801439,0.876986707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.957965935,0,0,0,0,0,0,1.008200024,1.00980171,0,0,0,0,0,0,0,0,1.078091975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.357100106,1.365101782,1.373103459,1.381105135,1.389106811,1.405829841,1.422552871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.672481855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.574321893,0,0,0,0,0,0,0,0,0,2.709076154,0,0,0,0,0,0,0,0,0,2.878177303,0,0,0,0,0,0,0,0,0,0,0,0
Von Miller,broncos,3.909514932,1.299666566,1.322524732,1.982555139,3.314643276,1.989259383,3.341258275,2.011069401,6.145254858,6.137953358,4.139965565,2.781150596,1.383374872,5.558832426,4.924934381,2.81414369,4.227527668,2.122511706,3.578662475,2.881899444,1.453243042,2.207161555,2.94235637,2.224424039,2.982758771,2.983510469,1.502475627,9.007209082,6.835200845,7.609312045,3.845500858,4.693148564,1.579976183,4.801404403,1.599643658,4.034165747,0.814227398,0.816269511,1.628650816,4.084691985,0.820747196,1.653271342,1.662120752,2.09509826,2.528075767,0.85018853,4.307004324,0.876986707,1.764051933,0.895029179,3.551088364,1.768284207,3.535512254,2.66839383,2.721844531,0.919106235,0.92343463,2.792302096,0.94196871,0.946109069,2.857912116,0.950114383,1.90040036,0.957965935,4.830037242,2.923848553,4.909049093,2.975192483,3.998914964,0.988212544,1.008200024,4.039206839,7.147332456,7.156281954,6.201567304,4.163092005,3.156661075,3.168524258,4.282533647,3.240140345,2.15618396,2.719121818,3.282059686,1.101898787,1.112930849,2.243153429,5.660843143,2.262417045,4.581470443,3.460248287,3.465608426,1.160311943,3.533006388,2.368265421,3.589331686,3.607744359,1.217421453,3.655224452,3.662952599,1.228507158,2.484406501,6.259868229,1.260739897,3.80058464,3.839151272,3.882324346,3.921493736,1.316815239,3.319977493,5.323139747,2.666027736,1.334384894,4.02327788,1.357100106,2.72521228,4.172889995,5.571545105,2.778213623,2.841477969,1.422552871,1.435380896,2.886598664,1.45308697,2.943141037,4.433195093,1.48156906,3.015008577,4.548448093,4.624703468,3.065472392,3.595547429,4.125622467,4.655697495,4.717381815,6.297161059,7.992481087,4.803352498,3.215662584,3.252714984,3.272043609,3.30850366,3.344963701,3.36552725,1.71335822,1.71335822,1.713699239,1.727403543,1.741107846,1.762427005,1.775237272,1.788047548,1.797592389,1.80713724,1.816682091,1.826226942,1.835771792,1.857372058,1.878972333,1.900572607,1.922172882,5.728154247,5.773431962,1.924594646,3.945316791,1.956844196,3.99011216,4.427347892,4.864583634,5.301819366,5.739055099,6.176290831,2.075865822,2.075865822,2.087993613,2.10571987,2.123446127,2.141172384,2.158898641,2.176624889,2.20039269,2.20865943,2.216926159,2.245200731,2.253161863,2.261122994,2.269084126,2.282116305,2.295148485,3.459925981,4.624703468,2.394188342,2.394188342,2.394188342,2.394188342,2.394188342,2.419201059,3.256930978,4.094660897,4.932390816,9.862983841,2.493465559,3.748034871,5.002604182,2.511650105,2.511650105,2.532540704,2.553431294,2.574321893,2.60641575,2.638509607,3.529852985,4.421196362,5.312539749,2.689764624,2.689764624,2.700277281,2.710789928,2.721302585,2.731815233,2.745182693,2.758550153,2.783766458,2.807737174,2.831707899,2.843325245,2.854942601,2.866559947,2.878177303,0,0,0,0,0,2.987486669,0,0,0,0,0,0
Robert Myers,broncos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corey Nelson,broncos,0,0,0,0,0,0,0.668251657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.759466764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.884142108,0,0,0,0,0,0,0.94196871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.132168629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.390963332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan Norwood,broncos,0,0,0,0.660851716,0.661969087,0.663086458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.760931206,0,0,0,0,0,0,0,0,0,0,0,0.826635671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.952637372,0,0,0,0,0,0,0,0,0.988212544,0.99915753,1.010102516,1.021047492,0,0,0,0,0,0,0,0,2.185616098,1.094019892,1.101457622,1.108895342,1.116333072,1.123770793,1.131208523,1.139206619,1.147204715,1.155202812,0,0,0,0,0,0,0,0,0,0,0,0,0,1.279717094,1.293440832,1.307164579,1.314747716,1.322330843,0,0,0,0,0,0,0,1.392886271,1.40681263,1.420738989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.36552725,1.713699239,1.713699239,1.713699239,1.727403543,1.741107846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.511650105,2.53161493,2.551579756,2.571544571,2.591509396,2.601441561,2.611373725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brock Osweiler,broncos,0.651585822,0.874958356,1.098330889,1.321703423,0.662928653,0.665404591,0.667880529,0.670356467,2.048418289,0.68199482,0.689994261,0.695287649,0.694854051,0.694854051,0.70356205,1.40707184,0.704587942,0.707503899,0.715732499,0.722395166,0.729057842,0.735720518,0.738597597,0.741474677,0.744729059,0.747983431,0.751237813,0.750600761,0.759466764,1.521862413,1.804563032,2.08726365,2.369964279,0.799821829,0.799821829,0.807024614,0.814227398,1.359756664,1.905285929,2.450815195,1.641494402,0.840530558,0.840530558,0.840530558,1.685383838,0.861400861,0.861400861,1.0899367,1.318472529,1.547008358,1.775544187,0.884142108,3.555197194,6.22625228,6.350970575,0.919106235,1.84686926,2.3363877,2.82590614,0.946109069,1.905274744,0.966007447,0.966007447,0.966007447,0.966007447,0.974616181,1.47903892,1.983461658,0.988212544,0.988212544,1.008200024,1.353684017,1.699168001,2.044651984,1.033594552,1.040772996,1.407604277,1.774435548,2.141266828,1.080046785,2.15618396,2.185616098,1.12157671,1.12157671,1.12157671,1.12157671,2.257601144,3.393625568,3.436102832,1.160311943,1.160311943,1.160311943,1.764288687,2.368265421,0,0,0,0,0,0,0,2.503947294,0,0,0,0,0,0,1.322330843,2.661569873,1.333013873,1.334384894,1.341092624,1.357100106,0,0,0,0,0,1.422552871,1.435380896,1.444233933,1.45308697,1.465409332,1.477731695,1.498460521,1.519189347,1.525721144,1.532252932,1.53878472,1.545316518,1.551848306,3.10379833,1.598496217,1.598496217,1.598496217,0,0,0,0,0,0,3.36552725,3.381460433,3.397393615,3.413326807,3.42925999,1.741107846,1.75675441,1.772400974,1.788047548,2.412567449,3.037087351,3.661607253,1.865164095,1.865164095,1.865164095,0,0,0,0,0,1.924594646,1.940719417,1.956844196,1.982336692,2.007829178,2.014384274,2.020939361,0,0,0,0,0,0,0,4.315856017,2.153854774,2.172224297,2.19059381,2.208963323,2.22301699,2.237070648,2.251124315,2.260104225,2.269084126,0,0,0,0,0,0,2.389115134,2.392936266,2.396757398,2.400578521,2.404399653,2.424848424,2.445297194,2.465745956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.709076154,0,0,0,0,0,2.831707899,2.833191085,2.83467428,3.826875497,4.819076724,5.81127795,0,0,0,0,0,0,0,0,0,0,0
Matt Paradis,broncos,0,0,0,0,0,0,0,0,0,0,0.689994261,0.695287649,0,0,0,0,0,0,0.715732499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.80023407,0,0,0,0,0,0,0,0,1.662120752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.080046785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.202581453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.333013873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.278254126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyler Polumbus,broncos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.799821829,0,0,0,0,0,0,0,0,0,0.842691919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.040772996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.390963332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.865164095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.905638975,0,0,0,0,0,0,0,0,0,0,0
Shane Ray,broncos,0,0,0,0,0.662928653,0.665404591,0.667880529,0.670356467,1.36561219,0.689994261,0.689994261,0.695287649,0,0,0,0,0,0.707503899,0.713989384,0.720474859,1.453243042,0.735720518,1.236170041,1.736619563,2.237069085,0.750600761,0.750600761,0.750600761,0.758498427,0.766396094,0.774293761,0.782191427,0.789988096,1.064547494,1.339106892,1.613666299,1.618718926,1.623771545,1.628824172,1.6338768,0.820747196,0.827341653,0.833936111,0.840530558,0.842691919,1.43878132,2.03487072,2.630960121,0.887772089,0.887772089,0.887772089,0.884142108,1.767756127,0.919106235,0.919106235,0.919106235,0.926727066,0.934347888,0.94196871,0,0,0,0,0,0,0,0,0.991730825,0.996248553,1.000766272,1.005283991,1.00980171,1.016063851,1.022325992,1.030788183,1.039250374,1.047712565,1.056174756,1.065333079,1.074491402,1.083649726,1.092808049,1.094019892,1.103475375,1.112930849,1.119023404,1.125115968,1.131208523,0,0,0,0,0,0,0,0,0,0,0,0,1.24220325,1.511405843,1.780608444,2.049811037,2.319013629,2.588216231,1.322330843,1.322330843,1.322330843,0,0,0,0,0,0,0,0,0,1.420738989,1.422552871,0,0,0,0,0,0,0,0,0,0,0,1.551848306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.855553421,0,0,0,0,0,0,0,0,0,0,1.995056085,2.517526723,3.039997361,3.562467999,4.084938637,0,0,0,0,0,0,0,2.153854774,2.172123971,2.190393159,2.208662347,2.226931534,2.245200731,0,0,0,0,0,0,0,0,2.326666889,0,0,0,0,0,0,0,0,0,0,0,2.529696366,2.511650105,0,0,0,0,0,0,0,0,0,0,0,0,2.709076154,2.722971865,2.736867576,2.763065476,2.789263386,2.815461286,0,0,0,0,0,0,0,2.93872727,0,0,0,0,0,0,0,0,0
Bradley Roby,broncos,0,0,0,0,0.662928653,0,0,0,0,0,0.689994261,0.691614188,0.693234124,0.694854051,0.932961335,1.171068609,1.409175893,0.715732499,0.715732499,0.722395166,0.729057842,0.735720518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.814227398,0.815131067,0.816034726,0.816938395,0.821787038,0.826635671,0.833583119,0.840530558,0.848829641,0.857128723,0.865427806,0.873726888,0.882025971,0.895029179,0,0,0,0,0,0,0.92343463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.078091975,0,0,0,0,0,0,0,0,0,0,1.160311943,1.172222329,1.184132706,1.191503003,1.198873309,1.206243606,1.213613903,1.2209842,1.231593725,1.24220325,1.251471569,1.260739897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.389106811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.601117496,1.613737501,1.626357497,0,0,0,0,0,0,0,0,0,0,0,1.788047548,1.797592389,1.80713724,1.816682091,1.826226942,1.835771792,1.857372058,1.878972333,1.900572607,1.922172882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.157928004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ty Sambrailo,broncos,0,0,0,0,0,0,0,0,0,0,0.689994261,0,0,0,0,0,0,0,0.715732499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.419201059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emmanuel Sanders,broncos,5.864272398,9.097665993,9.257673117,12.55618254,3.314643276,7.293951074,7.350768208,5.362851736,2.731224379,9.547927447,7.58993688,4.171725894,8.991936686,7.643394589,4.924934381,7.03535922,5.636703561,5.66003122,9.304522428,7.204748606,4.359729125,5.150043628,5.14912364,7.414746794,5.219827857,5.221143331,5.258664694,4.503604546,1.518933518,6.087449632,1.538200345,5.475339982,8.689869009,5.601638474,3.999109146,10.48883093,7.328046575,5.713886566,4.071627046,4.90163039,9.848966391,4.959814037,6.64848299,4.202652791,5.056151524,11.90263947,14.6438147,10.52384047,7.056207739,7.160233406,7.989948825,7.957278946,8.838780644,3.55785844,7.258252089,6.433743664,7.387477022,4.653836817,7.53574971,4.730545347,5.715824233,10.45125826,4.751000889,4.789829686,5.796044698,5.847697105,2.945429459,1.983461658,5.998372445,11.85855057,9.073800244,6.058810259,3.063142477,4.089303969,6.201567304,5.203865001,5.261101801,8.449398009,5.353167066,5.400233915,2.15618396,4.371232195,2.188039794,5.545743288,8.903446792,1.12157671,9.05734903,3.393625568,9.162940885,1.153416092,5.77601405,4.641247791,4.710675184,2.368265421,1.196443892,4.810325811,3.65226437,1.218408154,6.104920998,7.37104295,1.24220325,5.007894578,5.042959579,5.067446186,3.839151272,9.058756798,5.228658315,5.258990854,5.289323393,5.323139747,6.665069345,8.006309374,6.705463128,2.714200212,5.45042456,4.172889995,2.785772552,1.389106811,2.841477969,5.690211475,2.870761792,2.886598664,2.906173931,10.28442853,2.955463399,7.407845308,1.519189347,4.548448093,6.106064537,7.66368098,3.094974094,4.655544927,6.207596669,4.717381815,4.722870796,1.598496217,1.601117496,4.82349388,3.252714984,9.816130837,1.650275346,1.672481855,5.04829087,5.098568146,5.140074659,5.141097728,3.42925999,3.482215693,5.294927816,7.107639948,1.788047548,3.579068181,3.609485968,3.661607253,5.566660273,5.507315368,7.460656371,3.762560929,9.518905514,1.922172882,3.818769498,3.848954641,3.849189283,7.890633592,7.935428961,7.98022433,6.023487534,2.020939361,2.020939361,4.084938637,6.176290831,6.19663062,6.227597474,2.087993613,4.239639302,6.396251926,2.157928004,2.167276446,2.176624889,2.20039269,6.626889961,6.650778469,8.953200032,11.2556216,4.556508253,6.848394419,9.140280586,2.295148485,6.913424185,4.651162794,4.651162794,4.653333778,7.167345412,7.117075969,11.9709417,4.838402119,4.808799306,4.870595061,4.932390816,2.465745956,4.986931119,7.46997337,7.503906274,7.589089108,7.534950325,5.155650646,5.155650646,2.574321893,5.183018793,2.638509607,5.222747451,5.2676436,5.312539749,5.396387703,2.689764624,2.697579032,5.411805507,5.418152308,5.463630465,5.490365386,5.517100297,5.567532906,11.26184516,11.3481845,11.43452384,5.66934856,8.655838754,2.878177303,5.81127795,8.707033186,14.69363633,5.852937144,2.912967193,2.94940601,2.985844826,3.022283634,6.049586558,6.104566842,9.111336164,6.148756886
Michael Schofield,broncos,0,0,0,0,0,0,0.668251657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.895029179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.983461658,0,0,0,0,0,0,0,0,0,0,0,1.080046785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.251973642,0,0,0,0,0,0,0,0,0,0,1.341092624,1.350695465,1.360298297,1.369901138,1.37950397,1.389106811,1.404531509,1.419956198,1.435380896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.770559163,0,0,0,0,0,0,0,0,0,0,0,0,0
Trevor Siemian,broncos,0,0,0,0,0,0.663086458,0,0,0,0,0,0.695287649,2.075062308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.022325992,0,0,0,0,0,0,0,0,0,1.101898787,1.112930849,1.12157671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.392886271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.956844196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.245200731,2.251124315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.577825323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.93872727,0,0,0,0,0,0,0,0,0
