,Type of person,2/2/16 0:00,2/2/16 0:01,2/2/16 0:02,2/2/16 0:03,2/2/16 0:04,2/2/16 0:05,2/2/16 0:06,2/2/16 0:07,2/2/16 0:08,2/2/16 0:09,2/2/16 0:10,2/2/16 0:11,2/2/16 0:12,2/2/16 0:13,2/2/16 0:14,2/2/16 0:15,2/2/16 0:16,2/2/16 0:17,2/2/16 0:18,2/2/16 0:19,2/2/16 0:20,2/2/16 0:21,2/2/16 0:22,2/2/16 0:23,2/2/16 0:24,2/2/16 0:25,2/2/16 0:26,2/2/16 0:27,2/2/16 0:28,2/2/16 0:29,2/2/16 0:30,2/2/16 0:31,2/2/16 0:32,2/2/16 0:33,2/2/16 0:34,2/2/16 0:35,2/2/16 0:36,2/2/16 0:37,2/2/16 0:38,2/2/16 0:39,2/2/16 0:40,2/2/16 0:41,2/2/16 0:42,2/2/16 0:43,2/2/16 0:44,2/2/16 0:45,2/2/16 0:46,2/2/16 0:47,2/2/16 0:48,2/2/16 0:49,2/2/16 0:50,2/2/16 0:51,2/2/16 0:52,2/2/16 0:53,2/2/16 0:54,2/2/16 0:55,2/2/16 0:56,2/2/16 0:57,2/2/16 0:58,2/2/16 0:59,2/2/16 1:00,2/2/16 1:01,2/2/16 1:02,2/2/16 1:03,2/2/16 1:04,2/2/16 1:05,2/2/16 1:06,2/2/16 1:07,2/2/16 1:08,2/2/16 1:09,2/2/16 1:10,2/2/16 1:11,2/2/16 1:12,2/2/16 1:13,2/2/16 1:14,2/2/16 1:15,2/2/16 1:16,2/2/16 1:17,2/2/16 1:18,2/2/16 1:19,2/2/16 1:20,2/2/16 1:21,2/2/16 1:22,2/2/16 1:23,2/2/16 1:24,2/2/16 1:25,2/2/16 1:26,2/2/16 1:27,2/2/16 1:28,2/2/16 1:29,2/2/16 1:30,2/2/16 1:31,2/2/16 1:32,2/2/16 1:33,2/2/16 1:34,2/2/16 1:35,2/2/16 1:36,2/2/16 1:37,2/2/16 1:38,2/2/16 1:39,2/2/16 1:40,2/2/16 1:41,2/2/16 1:42,2/2/16 1:43,2/2/16 1:44,2/2/16 1:45,2/2/16 1:46,2/2/16 1:47,2/2/16 1:48,2/2/16 1:49,2/2/16 1:50,2/2/16 1:51,2/2/16 1:52,2/2/16 1:53,2/2/16 1:54,2/2/16 1:55,2/2/16 1:56,2/2/16 1:57,2/2/16 1:58,2/2/16 1:59,2/2/16 2:00,2/2/16 2:01,2/2/16 2:02,2/2/16 2:03,2/2/16 2:04,2/2/16 2:05,2/2/16 2:06,2/2/16 2:07,2/2/16 2:08,2/2/16 2:09,2/2/16 2:10,2/2/16 2:11,2/2/16 2:12,2/2/16 2:13,2/2/16 2:14,2/2/16 2:15,2/2/16 2:16,2/2/16 2:17,2/2/16 2:18,2/2/16 2:19,2/2/16 2:20,2/2/16 2:21,2/2/16 2:22,2/2/16 2:23,2/2/16 2:24,2/2/16 2:25,2/2/16 2:26,2/2/16 2:27,2/2/16 2:28,2/2/16 2:29,2/2/16 2:30,2/2/16 2:31,2/2/16 2:32,2/2/16 2:33,2/2/16 2:34,2/2/16 2:35,2/2/16 2:36,2/2/16 2:37,2/2/16 2:38,2/2/16 2:39,2/2/16 2:40,2/2/16 2:41,2/2/16 2:42,2/2/16 2:43,2/2/16 2:44,2/2/16 2:45,2/2/16 2:46,2/2/16 2:47,2/2/16 2:48,2/2/16 2:49,2/2/16 2:50,2/2/16 2:51,2/2/16 2:52,2/2/16 2:53,2/2/16 2:54,2/2/16 2:55,2/2/16 2:56,2/2/16 2:57,2/2/16 2:58,2/2/16 2:59,2/2/16 3:00,2/2/16 3:01,2/2/16 3:02,2/2/16 3:03,2/2/16 3:04,2/2/16 3:05,2/2/16 3:06,2/2/16 3:07,2/2/16 3:08,2/2/16 3:09,2/2/16 3:10,2/2/16 3:11,2/2/16 3:12,2/2/16 3:13,2/2/16 3:14,2/2/16 3:15,2/2/16 3:16,2/2/16 3:17,2/2/16 3:18,2/2/16 3:19,2/2/16 3:20,2/2/16 3:21,2/2/16 3:22,2/2/16 3:23,2/2/16 3:24,2/2/16 3:25,2/2/16 3:26,2/2/16 3:27,2/2/16 3:28,2/2/16 3:29,2/2/16 3:30,2/2/16 3:31,2/2/16 3:32,2/2/16 3:33,2/2/16 3:34,2/2/16 3:35,2/2/16 3:36,2/2/16 3:37,2/2/16 3:38,2/2/16 3:39,2/2/16 3:40,2/2/16 3:41,2/2/16 3:42,2/2/16 3:43,2/2/16 3:44,2/2/16 3:45,2/2/16 3:46,2/2/16 3:47,2/2/16 3:48,2/2/16 3:49,2/2/16 3:50,2/2/16 3:51,2/2/16 3:52,2/2/16 3:53,2/2/16 3:54,2/2/16 3:55,2/2/16 3:56,2/2/16 3:57,2/2/16 3:58,2/2/16 3:59
Josh Norman,panthers,1.954757466,1.949499859,2.645049465,3.304258562,3.977571929,2.652345841,2.004754961,0.670356467,4.096836578,1.363989639,2.069982783,2.085862947,3.458437189,5.558832426,4.221372321,0.70353592,4.227527668,1.415007807,2.862929976,5.763798889,4.359729125,1.471441036,2.20676728,2.224424039,2.237069085,2.237632852,2.25371344,0.750600761,2.278400282,2.28279361,1.538200345,2.34907635,3.159952365,0.80023407,5.598752805,3.227332598,1.628454796,4.081347544,3.257301633,0.816938395,2.462241598,4.133178365,0.831060376,0.840530558,2.528075767,4.250942668,0.861400861,2.630960121,1.764051933,1.790058349,2.663316275,4.420710522,1.767756127,2.66839383,2.721844531,2.757318715,3.693738511,4.653836817,4.70984357,3.784436278,3.810549489,1.90040036,1.90040036,1.915931871,2.898022349,1.949232372,1.963619633,1.983461658,1.999457482,0.988212544,3.024600081,3.554395025,4.084189969,5.11162997,4.134378209,4.163092005,3.156661075,3.168524258,4.268533462,5.368542667,6.46855188,1.092808049,4.376079578,4.407595131,1.112930849,3.364730139,4.528674515,1.145367611,1.145367611,2.306832185,6.931216852,3.480935839,2.355337592,2.368265421,1.196443892,3.607744359,1.217421453,4.873632597,2.441968399,2.457014317,6.211016243,1.251973642,5.042959579,6.334307733,2.559434178,1.294108115,3.921493736,1.316815239,3.96699254,5.323139747,5.332055472,2.668769788,5.364370504,5.428400433,2.72521228,1.392886271,1.392886271,1.389106811,1.420738989,1.422552871,2.870761792,5.773197338,1.45308697,1.469204078,2.955463399,2.963138129,3.299002726,3.634867332,3.970731938,4.306596544,4.64246114,4.655544927,1.551899165,4.711675248,7.871451321,4.795488652,1.601117496,1.607831297,3.252714984,5.752045872,8.25137675,3.344963701,6.7310545,5.098568146,3.426716439,3.427398488,5.143889985,6.9780125,8.812135016,14.2152799,7.152190181,8.947670467,7.218971936,18.30803625,5.566660273,3.671543575,7.460656371,5.643841384,1.903781103,5.766518647,7.637538997,5.773431962,1.924594646,9.863291987,7.827376794,3.99011216,2.007829178,3.98692075,6.062818091,2.042469323,2.058763613,2.06554354,4.151731643,2.087993613,4.239639302,2.132083975,6.47378402,8.615419116,2.176624889,4.40078539,2.208963323,2.216926159,2.245200731,2.251124315,2.278254126,4.538168251,4.570140293,4.590296971,2.304474728,3.477818756,4.651162794,2.326666889,2.389115134,4.744717315,4.788376675,4.838402119,4.808799306,2.444111027,3.078078835,3.712046634,4.346014442,4.97998224,2.501302091,3.380257767,4.259213442,5.138169117,5.155650646,6.95511324,8.754575835,10.55403843,7.834121176,5.31671498,2.705902758,2.705902758,2.705902758,2.705902758,2.705902758,2.709076154,4.091405653,5.473735143,5.517100297,5.567532906,2.831707899,2.831707899,2.833191085,2.83467428,2.885279582,3.858415987,4.831552392,5.804688787,11.75490906,5.825934385,5.825934385,3.013340831,3.013340831,9.066850911,6.148756886,6.148756886,6.148756886,6.148756886
Brad Nortman,panthers,0,0,0.661262366,0.662095514,0.662928653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.991730825,0,0,0,0,0,0,0,0,1.052220358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.420738989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.741107846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.529696366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrew Norwell,panthers,0,0,0,0,0,0,0,0,0,0.68199482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.861400861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.155202812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.075865822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.501302091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.815461286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin Norwood,panthers,0,0.649833283,0.653146575,0.656459875,0.659773167,0.663086458,0,0,0,0,0,0,0,0,0.70356205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.799821829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95020018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.094019892,0,0,0,0,0,0,0,0,1.160311943,0,0,0,0,0,1.218408154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Oher,panthers,4.561100754,2.599333142,3.306311831,2.643406845,4.640500582,1.989259383,2.673006618,0.670356467,2.048418289,0.68199482,4.139965565,4.171725894,2.766749753,1.389708111,2.81424822,6.3318233,2.113763834,2.122511706,4.294394964,3.602374303,4.359729125,2.942882073,3.325127737,3.707373402,1.49137939,1.491755235,5.258664694,2.251802273,5.316267318,2.28279361,0.769100168,2.346574282,1.579976183,2.400702202,0.799821829,3.227332598,1.628454796,4.081347544,1.628650816,1.6338768,1.641494402,5.786449708,1.681061116,1.681061116,4.213459605,0.85018853,3.445603463,4.384933534,1.764051933,1.790058349,2.663316275,1.768284207,1.767756127,3.55785844,3.629126044,2.757318715,2.770303881,4.653836817,1.88393743,5.676654416,1.905274744,2.850343157,1.90040036,2.873897806,1.932014902,2.923848553,1.963619633,0.991730825,1.999457482,5.929275285,3.024600081,1.00980171,2.042094985,1.022325992,2.067189105,3.122318999,3.156661075,5.28087376,1.070633409,3.240140345,4.31236792,2.185616098,1.094019892,1.103475375,1.112930849,2.243153429,1.132168629,4.52483409,2.290735221,4.613664379,4.620811238,2.320623896,1.177668796,3.552398127,3.589331686,4.810325811,3.65226437,7.310448904,2.441968399,1.228507158,3.726609751,3.755920936,1.260739897,1.266861547,3.839151272,1.294108115,3.921493736,3.950445717,1.322330843,1.330784937,3.999041609,1.334384894,1.341092624,1.357100106,2.72521228,1.390963332,1.392886271,1.389106811,1.405829841,1.422552871,3.5978751,5.773197338,2.906173931,1.469204078,2.955463399,4.444707189,1.519189347,1.516149368,6.166271288,1.547487047,1.547487047,1.551848306,3.10379833,1.572460602,4.722870796,4.795488652,4.809491261,4.82349388,1.626357497,1.636021805,4.950826048,3.399045431,3.399045431,3.399045431,3.426716439,6.854796967,1.714629995,2.619742003,3.52485401,3.553819979,1.788047548,1.796395263,1.804742989,5.49241088,7.422213695,3.671543575,3.73032819,1.881280465,1.901726669,1.922172882,5.728154247,1.924477321,3.849189283,3.945316791,3.913688392,3.99011216,2.007829178,5.980381116,4.041878731,2.058763613,2.058763613,6.19663062,2.087993613,2.087993613,2.119819651,2.132083975,6.47378402,4.307709558,6.529874676,6.578382318,6.626889961,2.216926159,4.490401453,4.50224864,2.278254126,3.42419721,4.570140293,2.295148485,2.304474728,2.312351739,2.327353465,2.342355191,2.357356927,2.372358653,2.383038993,2.393719323,2.404399653,2.444111027,2.466195408,2.465745956,2.493465559,3.748034871,5.002604182,5.059392732,2.511650105,7.707253681,2.577825323,2.58466736,2.591509396,2.601441561,2.611373725,5.31671498,2.656269875,2.673017254,2.689764624,2.697833696,2.705902758,2.719064604,2.732226451,2.745388297,2.758550153,2.783766458,2.815461286,2.831707899,5.71726192,2.83467428,5.770559163,2.878177303,3.877936379,4.877695455,5.877454531,5.825934385,5.825934385,5.974973338,3.013340831,3.022283634,3.024793279,3.03095267,3.037112051,3.074378448
Greg Olsen,panthers,0,0.649833283,0.661262366,0.660851716,1.325857306,0.663086458,0.668251657,0.670356467,2.048418289,1.363989639,2.069982783,0.691687436,0.691687436,0.694854051,1.40712411,1.40707184,2.113763834,0.707503899,1.431464988,2.161424586,1.453243042,2.207161555,2.20676728,2.224424039,0.745689695,2.983510469,1.502475627,0.750600761,2.278400282,3.043724816,1.538200345,1.564382855,2.369964279,2.400702202,1.599643658,1.613666299,0.814227398,3.265078033,0.814325413,2.450815195,1.641494402,0.826635671,3.324241495,2.528075767,2.528075767,0.85018853,0.861400861,1.753973414,2.646077903,2.685087529,1.768284207,1.768284207,1.767756127,1.791159572,1.814563017,0.930767365,0.930767365,0.930767365,1.411492747,1.892218139,1.896223461,1.900228775,0.95020018,3.831863751,3.864029795,0.974616181,1.963619633,2.975192483,0.999728741,1.976425098,6.049200163,2.01960342,1.021047492,2.044651984,1.040772996,1.040772996,2.104440717,1.080046785,1.080046785,1.080046785,2.15618396,2.185616098,1.094019892,2.216406224,3.338792547,1.12157671,1.126392621,1.131208523,1.138484375,1.145760238,1.15303609,1.160311943,1.177668796,1.187056344,1.196443892,2.405162906,2.434842916,1.218408154,1.223457656,1.228507158,2.484406501,2.503947294,1.260739897,3.80058464,1.294108115,1.294108115,2.614329158,1.316815239,1.322330843,1.330784937,1.333013873,4.003154682,1.341092624,1.357100106,1.369827881,1.382555655,1.39528344,1.408011214,1.420738989,2.845105733,2.870761792,1.443299332,1.947354021,2.45140871,2.955463399,1.519189347,1.519189347,1.523704963,1.52822058,1.532736196,1.539123855,1.545511505,1.551899165,3.144921213,3.148580534,3.196992435,1.601117496,1.612752269,1.624387041,1.636021805,1.650275346,1.666519488,1.68276362,1.699522715,1.71335822,1.713699239,2.597957461,3.482215693,1.762427005,1.776909989,1.788047548,1.796395263,1.804742989,1.830803627,1.833287709,1.835771792,1.865164095,1.881280465,1.892079674,1.902878893,1.913678102,1.924477321,1.924594646,1.972658396,1.98385724,1.995056085,2.990988413,3.98692075,8.083757452,6.12740796,4.13108708,4.13108708,4.151731643,4.189210415,4.226689188,4.264167951,2.153854774,2.153854774,0,0,0,0,0,0,0,2.269084126,2.285070147,2.294772433,2.304474728,2.311872112,2.319269505,2.326666889,2.349512771,2.372358653,2.394188342,2.419201059,2.430837281,2.442473512,2.454109734,2.465745956,3.311365368,4.15698477,5.002604182,2.569084563,2.569084563,2.569084563,3.85886417,5.148643777,2.658357495,2.658357495,2.658357495,2.658357495,2.668162872,2.677968259,2.687773645,2.697579032,4.05786567,5.418152308,2.736867576,2.736867576,5.517100297,2.831707899,2.831707899,2.831707899,2.85863096,4.314595066,5.770559163,2.905638975,2.905638975,2.922183118,2.93872727,2.957380656,2.976034051,2.994687436,3.013340831,3.022283634,3.035307337,3.048331041,3.061354744,3.074378448
Mike Remmers,panthers,0,0,0,0,0,0,0,0,0,0.68199482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.789988096,0.795603108,0.801218129,0.806833149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.01960342,1.052220358,1.052220358,1.052220358,1.052220358,1.052220358,0,0,0,0,0,0,0,0,0,0,0,1.145367611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.389106811,1.402654939,1.416203077,1.429751204,1.443299332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.776909989,1.792638676,1.808367362,1.824096049,1.839824735,1.855553421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.176624889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.705902758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Scott,panthers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.532736196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kawann Short,panthers,0,0,0,0,0,0,0,0.670356467,0.676589258,0.682822058,0.689054849,0.695287649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.884142108,0.892883142,0.901624176,0.910365201,0.919106235,0,0,0,0,0,0,0,0,0,0.974616181,0,0,0,0,0,2.01960342,0,0,0,0,0,0,0,0,0,0,1.094019892,0,0,0,0,0,0,0,0,0,0,1.184132706,0,0,0,0,0,0,0,0,0,0,0,0,1.307164579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.48156906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06554354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.389115134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.912967193,0,0,0,0,0,0,0
Amini Silatolu,panthers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707503899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.052220358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.830803627,0,0,0,0,0,0,0,0,0,0,1.956844196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scott Simonson,panthers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonathan Stewart,panthers,0,0,0.661262366,1.321703423,0.663086458,0.663086458,0.667813551,0.672540644,0.677267727,0.68199482,1.036285054,1.390575298,0.691687436,0.930148904,1.168610372,1.40707184,1.415202889,1.423333939,1.431464988,0.720474859,0.725517826,0.730560793,0.735603761,0.740646728,0.745689695,0.74846375,0.751237813,0.750600761,0.755765979,0.760931206,0.771561312,0.782191427,0.788068225,0.793945032,0.799821829,0.80530439,0.81078695,0.816269511,0.817762073,0.819254634,0.820747196,0.825903786,0.831060376,1.681061116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.892218139,0.950114383,0.950114383,0.954040159,0.957965935,0.966007447,0.974581906,0.983156365,0.991730825,0.996248553,1.000766272,1.005283991,1.00980171,1.017544536,1.025287353,1.03303018,1.040772996,1.052220358,1.596743593,2.141266828,1.092808049,1.092808049,1.092808049,0,0,0,0,0,0,1.145367611,1.153416092,0,0,0,0,0,0,0,0,1.2209842,1.228507158,1.2402404,1.251973642,1.259417594,1.266861547,1.279717094,1.294108115,1.303515695,1.312923274,1.322330843,1.872124746,2.421918639,2.971712532,3.521506424,4.071300327,2.72521228,0,0,0,0,0,0,0,1.45308697,2.938408147,1.477731695,2.258055199,3.038378694,1.54156782,1.54156782,1.532736196,1.5426673,1.552598404,1.562529507,1.572460602,1.582012906,1.591565201,1.601117496,1.607831297,1.621979313,1.63612733,1.650275346,1.666691139,1.683106923,1.699522715,0,0,0,0,0,0,0,0,1.804742989,1.8301482,1.855553421,1.860358763,1.865164095,1.877026738,1.888889381,1.900752025,1.912614677,1.924477321,0,0,0,0,0,0,0,0,0,0,0,2.087993613,2.119819651,2.135934259,2.152048867,2.168163475,2.184278082,2.20039269,0,0,0,0,0,2.269084126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.493465559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.013340831,3.01906705,3.024793279,0,0,0
Charles Tillman,panthers,0,0,0.661262366,0.663081183,0.664900008,0.666718825,0.668537651,0.670356467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.80023407,0.804898513,0.809562956,0.814227398,0.816269511,0.816603958,0.816938395,1.235104874,1.653271342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92343463,0.930992773,0.938550926,0.946109069,1.18856477,1.43102047,1.67347617,1.915931871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.251973642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.477731695,1.498460521,1.519189347,1.523704963,1.52822058,1.532736196,1.541047013,1.549357821,1.557668638,1.565979455,1.574290262,1.587307071,1.60032388,1.613340688,1.626357497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.419201059,0,0,0,0,0,0,0,0,0,0,2.577825323,2.58466736,2.591509396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike Tolbert,panthers,0,0.649833283,0.661262366,0.662095514,0.662928653,0.663086458,0.666721467,0.670356467,0.676902395,0.683448333,0.689994261,0.691614188,0.693234124,0.694854051,0.698016518,0.701178975,0.704341442,0.707503899,0.714558056,0.721612213,0.728666361,0.735720518,0,0,0,0,0,0,0.759466764,0,0,0,0,0,0,0,0,0.816269511,0.81922768,0.822185859,0.825144028,0.828102197,0.831060376,0.837436424,0.843812482,0.85018853,0,0,0,0,0,0,0.883878068,0.893255928,0.902633787,0.912011646,0.921389506,0.930767365,0.938438213,0.946109069,0.948111726,0.950114383,0.956453475,0.962792558,0.969131641,0.975470734,0.981809817,0.991730825,0,0,0,0,0,1.022325992,0,0,0,0,0,0,1.078091975,1.453327172,1.828562369,2.203797565,1.12157671,1.12157671,1.129536562,1.137496406,1.145456249,1.153416092,1.156864022,1.160311943,1.171733847,1.183155751,1.194577655,1.205999559,1.217421453,1.221116688,1.224811923,1.228507158,0,0,0,0,0,0,0,1.316815239,2.644661696,1.341092624,1.341092624,1.341092624,1.341092624,1.357100106,1.362606135,0,0,0,0,0,0,0,1.45308697,0,0,0,0,0,0,0,1.547487047,1.555811568,1.56413609,1.572460602,1.574290262,1.586636576,1.598982881,1.611329186,1.6236755,1.636021805,1.651602413,1.667183021,1.68276362,1.693075493,1.703387366,1.713699239,0,0,0,0,0,0,0,0,0,1.835771792,1.858526128,1.881280465,7.615124411,3.844345764,1.909384749,3.848954641,0,0,0,0,0,0,0,0,0,0,0,0,2.119819651,2.132083975,0,0,0,0,0,0,0,0,0,2.269084126,2.285070147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.024793279,0,0,0
